Plate No,Route,Source,Destination,Current Lat,Current Long,Next Waypoint 1,Next Waypoint 2,Speed,ETA to Next Stop,Status
GJ-01-UZ-0759,1307B,Prahladnagar,Iskcon,23.074771,72.568887,"23.024477, 72.485250","22.963706, 72.569661",54 km/h,20 mins,Traffic
GJ-01-OA-0075,1308,Prahladnagar,Nehrunagar,23.026524,72.611386,"22.980972, 72.566978","23.104574, 72.487245",31 km/h,24 mins,On Time
GJ-01-VQ-4312,1309A,Prahladnagar,Sarangpur,23.002097,72.587615,"22.953488, 72.518854","23.093618, 72.496187",22 km/h,8 mins,Traffic
GJ-01-OT-8359,1310D,Prahladnagar,Vadaj,23.033888,72.588547,"23.065519, 72.613722","22.976624, 72.624517",49 km/h,12 mins,Early
GJ-01-GR-0117,1311A,Prahladnagar,Odhav,22.988549,72.617448,"23.014479, 72.624749","23.120928, 72.481943",24 km/h,13 mins,Early
GJ-01-SF-3579,1312,Prahladnagar,Sarthi,23.012603,72.564436,"23.099845, 72.475750","23.115838, 72.601121",41 km/h,12 mins,Traffic
GJ-01-RU-2051,1313A,Prahladnagar,Airport,22.956645,72.647779,"22.988528, 72.468372","22.979015, 72.644048",47 km/h,9 mins,Early
GJ-01-CV-0444,1314C,Prahladnagar,Amba Town,23.132502,72.52248,"22.988084, 72.539573","23.090562, 72.547810",37 km/h,11 mins,Early
GJ-01-RZ-7949,1315C,Prahladnagar,Dahegam,23.036832,72.634112,"23.123760, 72.601553","23.117051, 72.516988",57 km/h,7 mins,Traffic
GJ-01-RI-6096,1316D,Prahladnagar,Bopal,23.082714,72.555294,"23.099617, 72.644951","23.115478, 72.614085",26 km/h,7 mins,Delayed
GJ-01-BO-2316,1317B,Prahladnagar,Ghatlodia,23.127503,72.464153,"23.100692, 72.636499","23.075526, 72.635693",23 km/h,5 mins,Delayed
GJ-01-CQ-2364,1318,Prahladnagar,Vaishnodevi,23.141049,72.628861,"23.020460, 72.478406","23.104824, 72.564982",60 km/h,13 mins,Delayed
GJ-01-SL-2623,1319A,Prahladnagar,Science City,23.061004,72.502589,"23.107372, 72.513529","23.149691, 72.578100",50 km/h,13 mins,Early
GJ-01-JT-2990,1320B,Prahladnagar,Memnagar,22.957101,72.483002,"22.964981, 72.540701","22.994819, 72.598223",22 km/h,3 mins,Delayed
GJ-01-NS-2523,1321,Prahladnagar,CTM,22.978454,72.596996,"23.107378, 72.534169","23.122753, 72.513058",32 km/h,2 mins,On Time
GJ-01-XT-9588,1322D,Prahladnagar,Naroda,23.099855,72.501718,"22.953768, 72.584487","22.978004, 72.528046",47 km/h,12 mins,Early
GJ-01-YQ-7686,1323A,Prahladnagar,S. Bopal,23.111935,72.622921,"23.057005, 72.474253","23.060800, 72.556991",35 km/h,19 mins,Delayed
GJ-01-OR-2695,1324D,Prahladnagar,Sabarmati,22.987729,72.611464,"22.966744, 72.492593","23.122787, 72.519535",27 km/h,14 mins,On Time
GJ-01-WW-9954,1325D,Prahladnagar,Isanpur,23.127599,72.590441,"22.954532, 72.597699","22.979880, 72.473026",53 km/h,20 mins,Traffic
GJ-01-LB-5744,1326A,Prahladnagar,Sola,22.965606,72.537225,"23.114253, 72.620063","23.095400, 72.540415",55 km/h,20 mins,Traffic
GJ-01-BS-0439,1327D,Prahladnagar,Chandlodia,23.074936,72.609813,"22.967326, 72.450195","23.021200, 72.625074",59 km/h,8 mins,Traffic
GJ-01-PJ-9454,1328D,Prahladnagar,Jaimangal,23.077395,72.479095,"22.989207, 72.623675","23.142360, 72.617740",17 km/h,4 mins,Delayed
GJ-01-UP-5903,1329D,Prahladnagar,Narol,23.088251,72.556981,"23.089001, 72.500470","23.044984, 72.630351",40 km/h,22 mins,Early
GJ-01-YC-3455,1330C,Prahladnagar,Nikol,23.100899,72.480392,"23.009247, 72.454974","23.149458, 72.568194",26 km/h,10 mins,Delayed
GJ-01-FT-0215,1331A,Chandlodia,Ghuma,23.107608,72.49593,"23.028240, 72.587230","23.135267, 72.452096",36 km/h,4 mins,Early
GJ-01-MP-7891,1332A,Chandlodia,Maninagar,22.965474,72.479072,"23.103660, 72.553068","23.095743, 72.627196",46 km/h,6 mins,Delayed
GJ-01-DY-2113,1333A,Chandlodia,Bhadaj,22.962113,72.613214,"23.042602, 72.470319","23.147043, 72.588120",57 km/h,7 mins,Early
GJ-01-QK-4831,1334C,Chandlodia,RTO,23.04842,72.560358,"23.120049, 72.603537","23.143809, 72.517039",54 km/h,25 mins,Traffic
GJ-01-KE-4245,1335C,Chandlodia,LD Engg,23.148883,72.633827,"23.014050, 72.577422","22.952028, 72.456764",23 km/h,24 mins,Early
GJ-01-DH-7130,1336C,Chandlodia,Vasna,22.989611,72.607095,"23.109092, 72.516776","23.015074, 72.622933",44 km/h,13 mins,Traffic
GJ-01-TS-8315,1337B,Chandlodia,RTO (C),22.988419,72.610049,"23.124908, 72.505574","22.965823, 72.502051",43 km/h,5 mins,Early
GJ-01-FM-4139,1338D,Chandlodia,Lal Darwaja,23.143967,72.580296,"23.115877, 72.529133","23.019592, 72.550391",41 km/h,21 mins,Traffic
GJ-01-NH-0326,1339A,Chandlodia,Kalupur,23.062581,72.574818,"23.139413, 72.479785","23.020774, 72.470038",32 km/h,5 mins,Delayed
GJ-01-FD-5602,1340B,Chandlodia,Chandkheda,23.040838,72.512044,"23.142579, 72.482352","23.134280, 72.555945",16 km/h,4 mins,On Time
GJ-01-BN-5552,1341A,Chandlodia,Hanspura,23.116863,72.608075,"22.953661, 72.521486","23.096015, 72.558655",28 km/h,18 mins,On Time
GJ-01-NQ-3678,1342D,Chandlodia,Gota,23.014754,72.556358,"23.069329, 72.506296","23.065459, 72.639002",15 km/h,5 mins,On Time
GJ-01-VY-9220,1343A,Chandlodia,Ranip,23.050282,72.480678,"23.002181, 72.555079","23.041106, 72.627968",52 km/h,5 mins,On Time
GJ-01-YN-6106,1344A,Chandlodia,Sarkhej,23.122139,72.632851,"23.003048, 72.549803","23.037312, 72.617771",54 km/h,3 mins,On Time
GJ-01-ER-3318,1345D,Chandlodia,Iskcon,23.055866,72.609946,"23.036960, 72.567870","23.037279, 72.561583",32 km/h,25 mins,Traffic
GJ-01-EZ-0620,1346A,Chandlodia,Nehrunagar,23.063101,72.631213,"23.033635, 72.612574","23.065626, 72.518371",42 km/h,23 mins,Delayed
GJ-01-QZ-3630,1347A,Chandlodia,Sarangpur,23.084476,72.550314,"22.955686, 72.571875","23.087980, 72.486382",21 km/h,7 mins,Traffic
GJ-01-RR-5493,1348A,Chandlodia,Vadaj,23.130391,72.646949,"23.063984, 72.454994","23.092824, 72.584857",58 km/h,8 mins,Delayed
GJ-01-DO-2478,1349D,Chandlodia,Odhav,23.110738,72.540485,"23.088064, 72.606726","23.064978, 72.605242",27 km/h,10 mins,Early
GJ-01-ID-5135,1350A,Chandlodia,Sarthi,23.018596,72.557527,"23.040198, 72.557358","23.090843, 72.623719",46 km/h,14 mins,Traffic
GJ-01-NC-8811,1351D,Chandlodia,Airport,22.99828,72.505406,"23.096257, 72.501995","22.982786, 72.532497",42 km/h,20 mins,Traffic
GJ-01-RM-8145,1352A,Chandlodia,Amba Town,22.962644,72.605695,"23.110764, 72.491774","23.022304, 72.565769",16 km/h,20 mins,Early
GJ-01-GG-8914,1353D,Chandlodia,Dahegam,23.075742,72.612539,"23.105368, 72.549479","23.099865, 72.495056",54 km/h,17 mins,Early
GJ-01-YG-0454,1354A,Chandlodia,Bopal,23.011359,72.634551,"23.093182, 72.528683","23.103988, 72.560498",60 km/h,21 mins,Delayed
GJ-01-UT-0271,1355B,Chandlodia,Ghatlodia,22.981542,72.616757,"23.094044, 72.606900","23.100582, 72.636410",18 km/h,9 mins,On Time
GJ-01-TK-5446,1356C,Chandlodia,Vaishnodevi,22.99608,72.517448,"22.993153, 72.493759","22.955992, 72.523309",43 km/h,13 mins,Traffic
GJ-01-HQ-2212,1357D,Chandlodia,Science City,23.084162,72.630704,"23.124921, 72.580988","23.105107, 72.553720",28 km/h,11 mins,Delayed
GJ-01-OK-3092,1358B,Chandlodia,Memnagar,23.118619,72.45621,"23.016452, 72.452786","22.977637, 72.613197",19 km/h,15 mins,On Time
GJ-01-SI-7855,1359D,Chandlodia,CTM,23.134708,72.635668,"23.043835, 72.504139","22.969167, 72.499163",38 km/h,22 mins,Early
GJ-01-BH-0276,1360,Chandlodia,Naroda,23.093587,72.602981,"23.079253, 72.584700","23.098476, 72.625815",50 km/h,11 mins,On Time
GJ-01-LA-4938,1361,Chandlodia,S. Bopal,23.051789,72.536577,"23.106394, 72.456499","23.104941, 72.535216",22 km/h,19 mins,Delayed
GJ-01-CM-1024,1362D,Chandlodia,Sabarmati,23.107509,72.495666,"23.126355, 72.619974","23.075159, 72.484164",43 km/h,8 mins,On Time
GJ-01-FA-9241,1363B,Chandlodia,Isanpur,23.018841,72.547802,"23.099273, 72.595382","23.102808, 72.499621",26 km/h,23 mins,Traffic
GJ-01-VG-2627,1364,Chandlodia,Sola,22.965596,72.497011,"23.000649, 72.580360","22.967333, 72.600071",42 km/h,8 mins,On Time
GJ-01-JT-5633,1365,Chandlodia,Prahladnagar,23.133976,72.484282,"23.055762, 72.556364","23.039250, 72.458293",15 km/h,14 mins,On Time
GJ-01-LL-0775,1366C,Chandlodia,Jaimangal,23.04781,72.483075,"23.039893, 72.532221","22.967972, 72.513302",33 km/h,10 mins,Early
GJ-01-JN-0300,1367C,Chandlodia,Narol,23.097537,72.543126,"23.074702, 72.564917","22.962931, 72.564243",21 km/h,8 mins,Traffic
GJ-01-FR-0533,1368,Chandlodia,Nikol,22.987641,72.547926,"23.009842, 72.631273","23.041851, 72.496198",40 km/h,2 mins,On Time
GJ-01-II-8929,1369A,Jaimangal,Ghuma,23.02263,72.532923,"23.070100, 72.579571","23.078897, 72.619783",34 km/h,22 mins,Early
GJ-01-AQ-8368,1370D,Jaimangal,Maninagar,23.099762,72.5036,"23.058039, 72.639007","23.012827, 72.574556",17 km/h,17 mins,Early
GJ-01-SP-5923,1371B,Jaimangal,Bhadaj,22.985957,72.491656,"23.098429, 72.599034","23.079871, 72.636526",33 km/h,10 mins,Traffic
GJ-01-OB-1196,1372B,Jaimangal,RTO,23.121908,72.607505,"23.043854, 72.555072","22.996089, 72.456619",21 km/h,14 mins,Early
GJ-01-ZW-4776,1373A,Jaimangal,LD Engg,23.082107,72.647136,"23.002114, 72.473271","22.978207, 72.562605",51 km/h,23 mins,Delayed
GJ-01-LW-4976,1374C,Jaimangal,Vasna,23.12324,72.524172,"23.105189, 72.596187","23.083913, 72.599087",46 km/h,6 mins,Traffic
GJ-01-VW-5885,1375A,Jaimangal,RTO (C),23.063766,72.472312,"23.072952, 72.481143","23.118911, 72.489564",50 km/h,4 mins,Early
GJ-01-FI-9389,1376B,Jaimangal,Lal Darwaja,23.100578,72.594706,"23.036197, 72.592814","23.109567, 72.603553",28 km/h,5 mins,Early
GJ-01-QN-5515,1377B,Jaimangal,Kalupur,23.054296,72.581827,"23.030953, 72.467144","23.122760, 72.556187",43 km/h,7 mins,Traffic
GJ-01-NW-9661,1378,Jaimangal,Chandkheda,22.977522,72.626694,"22.950647, 72.483347","23.049212, 72.560136",30 km/h,10 mins,Traffic
GJ-01-NJ-4785,1379B,Jaimangal,Hanspura,23.003973,72.462959,"23.045593, 72.459385","23.091952, 72.504933",30 km/h,3 mins,Early
GJ-01-AG-8231,1380,Jaimangal,Gota,23.149674,72.535422,"23.024798, 72.482165","22.998925, 72.518197",50 km/h,5 mins,On Time
GJ-01-AC-0955,1381A,Jaimangal,Ranip,23.056945,72.609895,"22.963587, 72.481280","23.033112, 72.606607",31 km/h,17 mins,Delayed
GJ-01-YN-3433,1382C,Jaimangal,Sarkhej,22.968647,72.643623,"23.137236, 72.564565","23.129283, 72.530781",49 km/h,2 mins,Traffic
GJ-01-RJ-0241,1383C,Jaimangal,Iskcon,23.088172,72.60482,"23.117466, 72.551128","23.025252, 72.607254",48 km/h,2 mins,Early
GJ-01-UI-2006,1384,Jaimangal,Nehrunagar,22.969278,72.563644,"23.130957, 72.509770","22.990966, 72.460077",38 km/h,25 mins,Traffic
GJ-01-EK-6018,1385B,Jaimangal,Sarangpur,22.983027,72.522288,"22.950977, 72.525809","23.134506, 72.544677",30 km/h,16 mins,Traffic
GJ-01-OB-4174,1386,Jaimangal,Vadaj,23.075389,72.586046,"23.072348, 72.594012","23.086087, 72.592500",17 km/h,8 mins,Delayed
GJ-01-GW-5137,1387B,Jaimangal,Odhav,23.052352,72.594572,"22.950658, 72.558792","23.036210, 72.541240",33 km/h,4 mins,On Time
GJ-01-ZS-9652,1388B,Jaimangal,Sarthi,22.956747,72.514878,"23.100258, 72.607581","22.972204, 72.643045",51 km/h,17 mins,Delayed
GJ-01-NR-2359,1389B,Jaimangal,Airport,23.040785,72.536168,"23.061501, 72.567013","22.966019, 72.461231",37 km/h,4 mins,Early
GJ-01-YH-0638,1390B,Jaimangal,Amba Town,23.048523,72.604374,"23.018980, 72.518888","23.056697, 72.504395",17 km/h,6 mins,Traffic
GJ-01-CX-7711,1391C,Jaimangal,Dahegam,23.025296,72.519809,"22.975427, 72.470277","22.987994, 72.526220",28 km/h,5 mins,On Time
GJ-01-LE-8904,1392C,Jaimangal,Bopal,23.026289,72.608862,"22.970143, 72.574092","23.029124, 72.485080",58 km/h,21 mins,Traffic
GJ-01-YC-1075,1393C,Jaimangal,Ghatlodia,23.147035,72.517776,"23.101611, 72.615636","23.080835, 72.635028",19 km/h,18 mins,Delayed
GJ-01-DM-4216,1394,Jaimangal,Vaishnodevi,23.097968,72.571448,"23.138133, 72.465439","22.977994, 72.468639",41 km/h,20 mins,On Time
GJ-01-KR-4963,1395A,Jaimangal,Science City,23.100938,72.586824,"23.131733, 72.500736","23.105077, 72.493482",32 km/h,13 mins,Traffic
GJ-01-ME-8964,1396C,Jaimangal,Memnagar,22.968899,72.53349,"23.092433, 72.481049","23.115631, 72.524856",31 km/h,9 mins,Delayed
GJ-01-WM-5032,1397A,Jaimangal,CTM,23.022959,72.479409,"23.029642, 72.615837","23.119526, 72.648893",49 km/h,25 mins,Delayed
GJ-01-GA-4213,1398C,Jaimangal,Naroda,22.992149,72.539554,"23.020248, 72.593379","23.090256, 72.555640",24 km/h,21 mins,On Time
GJ-01-TR-4655,1399C,Jaimangal,S. Bopal,23.005074,72.50211,"22.993464, 72.503385","23.039341, 72.618218",27 km/h,10 mins,On Time
GJ-01-AV-4539,1400B,Jaimangal,Sabarmati,23.137503,72.541921,"23.130679, 72.513703","22.956048, 72.645553",49 km/h,25 mins,Traffic
GJ-01-ZG-2035,1401D,Jaimangal,Isanpur,23.003355,72.514688,"23.097144, 72.495827","23.002612, 72.539488",21 km/h,6 mins,Early
GJ-01-AC-3302,1402A,Jaimangal,Sola,22.973973,72.612935,"23.073148, 72.489234","23.103098, 72.467874",34 km/h,10 mins,Traffic
GJ-01-RM-2491,1403,Jaimangal,Prahladnagar,23.105285,72.631279,"23.031482, 72.553049","23.033250, 72.610328",41 km/h,7 mins,Traffic
GJ-01-SI-7382,1404C,Jaimangal,Chandlodia,23.094047,72.619049,"23.035422, 72.593930","23.148096, 72.612724",48 km/h,24 mins,Delayed
GJ-01-NE-8132,1405A,Jaimangal,Narol,23.053588,72.628876,"23.136194, 72.611675","23.123416, 72.450515",42 km/h,7 mins,Traffic
GJ-01-YT-5829,1406A,Jaimangal,Nikol,23.042195,72.48779,"23.076357, 72.587277","22.955104, 72.585156",42 km/h,18 mins,On Time
GJ-01-CP-7209,1407A,Narol,Ghuma,22.977322,72.467226,"23.062897, 72.534843","22.960109, 72.540865",21 km/h,7 mins,Early
GJ-01-WY-3123,1408D,Narol,Maninagar,22.95715,72.522931,"22.959137, 72.643368","22.973367, 72.458674",46 km/h,21 mins,Early
GJ-01-LB-5261,1409A,Narol,Bhadaj,23.045287,72.585006,"23.055835, 72.626650","23.134676, 72.450384",37 km/h,18 mins,On Time
GJ-01-NJ-1860,1410C,Narol,RTO,23.091236,72.482571,"22.986659, 72.473504","23.059828, 72.536953",23 km/h,8 mins,Early
GJ-01-RS-2469,1411A,Narol,LD Engg,23.050089,72.516186,"23.121502, 72.594049","22.959822, 72.562956",25 km/h,5 mins,Traffic
GJ-01-RS-7952,1412D,Narol,Vasna,23.134719,72.495848,"23.071749, 72.460036","23.041586, 72.553641",49 km/h,13 mins,Delayed
GJ-01-HX-4137,1413A,Narol,RTO (C),23.076154,72.584081,"23.012616, 72.582148","23.096045, 72.649715",57 km/h,20 mins,On Time
GJ-01-MQ-5398,1414C,Narol,Lal Darwaja,22.987193,72.491898,"23.066397, 72.620526","23.013233, 72.549274",41 km/h,11 mins,Traffic
GJ-01-GQ-9910,1415C,Narol,Kalupur,23.069834,72.458348,"23.075777, 72.604135","23.083194, 72.587142",26 km/h,24 mins,On Time
GJ-01-RU-3950,1416A,Narol,Chandkheda,22.981221,72.62292,"23.102218, 72.450928","22.971028, 72.620323",46 km/h,20 mins,On Time
GJ-01-OH-5925,1417C,Narol,Hanspura,23.076557,72.548323,"22.955803, 72.603688","23.048020, 72.578791",58 km/h,2 mins,On Time
GJ-01-SY-4260,1418D,Narol,Gota,22.970791,72.557067,"23.076979, 72.545952","23.090147, 72.467397",51 km/h,2 mins,Early
GJ-01-GT-8369,1419A,Narol,Ranip,23.054993,72.573998,"23.084901, 72.576174","23.105469, 72.542285",50 km/h,11 mins,On Time
GJ-01-UC-2784,1420C,Narol,Sarkhej,23.032259,72.584827,"23.014887, 72.498693","22.956467, 72.645754",42 km/h,8 mins,Early
GJ-01-TX-6207,1421,Narol,Iskcon,23.005579,72.468846,"23.064919, 72.478348","23.053138, 72.452215",17 km/h,25 mins,Traffic
GJ-01-FG-4620,1422B,Narol,Nehrunagar,23.07633,72.509635,"23.038544, 72.641904","23.118691, 72.580869",41 km/h,17 mins,On Time
GJ-01-ZL-9819,1423A,Narol,Sarangpur,23.079092,72.552586,"22.964680, 72.611984","23.025133, 72.616003",22 km/h,14 mins,Early
GJ-01-XX-3221,1424B,Narol,Vadaj,23.004757,72.549566,"23.143884, 72.617413","23.007822, 72.481538",44 km/h,2 mins,Delayed
GJ-01-EM-7488,1425A,Narol,Odhav,23.090729,72.490437,"23.031063, 72.567471","23.075189, 72.625945",22 km/h,16 mins,Delayed
GJ-01-CE-1606,1426B,Narol,Sarthi,22.999709,72.642348,"22.972045, 72.533932","23.064164, 72.570492",31 km/h,9 mins,Traffic
GJ-01-ZQ-2377,1427C,Narol,Airport,22.990098,72.581613,"23.137529, 72.549285","22.974076, 72.593975",60 km/h,25 mins,Traffic
GJ-01-XG-4962,1428A,Narol,Amba Town,23.149769,72.490925,"22.983097, 72.570498","23.043967, 72.617704",49 km/h,3 mins,On Time
GJ-01-XJ-0788,1429A,Narol,Dahegam,23.011894,72.562389,"23.122735, 72.458582","23.097846, 72.601130",18 km/h,20 mins,Early
GJ-01-ST-5938,1430A,Narol,Bopal,23.040983,72.561097,"23.041784, 72.578773","22.985402, 72.574315",23 km/h,17 mins,Delayed
GJ-01-MU-5188,1431,Narol,Ghatlodia,22.970516,72.595708,"23.025040, 72.622222","23.047268, 72.495931",33 km/h,23 mins,Early
GJ-01-JH-9889,1432C,Narol,Vaishnodevi,23.12684,72.457653,"23.145128, 72.612976","23.069388, 72.501661",52 km/h,20 mins,Traffic
GJ-01-LK-7114,1433A,Narol,Science City,22.963609,72.594458,"22.976603, 72.561449","23.068038, 72.472414",33 km/h,17 mins,On Time
GJ-01-XX-1675,1434A,Narol,Memnagar,23.108457,72.553568,"23.026604, 72.595824","22.994940, 72.527334",24 km/h,25 mins,On Time
GJ-01-SV-6579,1435B,Narol,CTM,23.144358,72.518863,"23.123688, 72.468718","23.012021, 72.454571",54 km/h,25 mins,Traffic
GJ-01-HD-1123,1436D,Narol,Naroda,22.999154,72.570876,"22.958978, 72.577718","23.086782, 72.648987",40 km/h,15 mins,Delayed
GJ-01-AA-1092,1437A,Narol,S. Bopal,23.099144,72.515979,"22.995798, 72.587982","23.131149, 72.549959",55 km/h,19 mins,Delayed
GJ-01-LS-1050,1438C,Narol,Sabarmati,23.005175,72.580316,"23.097765, 72.459794","23.133323, 72.586176",33 km/h,13 mins,On Time
GJ-01-TS-4192,1439D,Narol,Isanpur,23.124259,72.518601,"22.988766, 72.583354","23.032720, 72.647091",41 km/h,20 mins,Traffic
GJ-01-SF-7581,1440B,Narol,Sola,23.066355,72.462718,"22.958486, 72.584608","23.092759, 72.468355",39 km/h,3 mins,Traffic
GJ-01-QI-0894,1441C,Narol,Prahladnagar,23.132564,72.552598,"23.105719, 72.534182","23.108294, 72.602403",59 km/h,6 mins,Delayed
GJ-01-YC-4188,1442C,Narol,Chandlodia,23.105858,72.572739,"23.078688, 72.615668","23.120249, 72.535650",20 km/h,3 mins,Traffic
GJ-01-FI-5471,1443C,Narol,Jaimangal,23.135393,72.502549,"22.992462, 72.636751","23.072663, 72.581760",31 km/h,11 mins,Delayed
GJ-01-YU-8095,1444D,Narol,Nikol,22.974398,72.595387,"22.994931, 72.496509","23.148981, 72.474399",22 km/h,13 mins,Traffic
GJ-01-JN-9543,1445B,Nikol,Ghuma,23.044092,72.503489,"23.006658, 72.588368","22.956033, 72.613041",37 km/h,13 mins,Early
GJ-01-SL-1363,1446B,Nikol,Maninagar,23.141642,72.52626,"23.094376, 72.550605","23.121863, 72.635979",24 km/h,4 mins,Early
GJ-01-LG-7641,1447B,Nikol,Bhadaj,23.139092,72.550667,"23.105927, 72.477717","23.136372, 72.468183",48 km/h,5 mins,Delayed
GJ-01-DM-4977,1448C,Nikol,RTO,23.093382,72.47236,"23.142337, 72.543723","23.106340, 72.626469",54 km/h,13 mins,On Time
GJ-01-PV-3141,1449,Nikol,LD Engg,23.098419,72.467189,"22.961239, 72.626219","22.968218, 72.489100",37 km/h,25 mins,On Time
GJ-01-CY-0704,1450C,Nikol,Vasna,23.006957,72.560771,"22.979533, 72.488654","22.962654, 72.498247",25 km/h,23 mins,Traffic
GJ-01-IW-6912,1451A,Nikol,RTO (C),23.034802,72.640682,"23.019261, 72.523209","23.074196, 72.611541",60 km/h,8 mins,Early
GJ-01-ZE-6620,1452D,Nikol,Lal Darwaja,22.980335,72.545371,"23.118391, 72.505781","23.109488, 72.586930",57 km/h,25 mins,Early
GJ-01-BQ-2285,1453A,Nikol,Kalupur,23.095698,72.561704,"23.030115, 72.574716","22.997849, 72.523327",56 km/h,3 mins,Delayed
GJ-01-JX-2342,1454D,Nikol,Chandkheda,23.063748,72.548378,"22.962334, 72.487933","23.079116, 72.525511",38 km/h,7 mins,Traffic
GJ-01-YH-1414,1455A,Nikol,Hanspura,23.054956,72.523985,"23.013754, 72.625481","23.069219, 72.475123",60 km/h,10 mins,On Time
GJ-01-QM-2324,1456B,Nikol,Gota,22.994265,72.594252,"23.057733, 72.483742","23.029106, 72.542101",48 km/h,8 mins,Traffic
GJ-01-NK-6898,1457A,Nikol,Ranip,23.047669,72.645523,"22.960818, 72.586702","23.016633, 72.617621",24 km/h,8 mins,Traffic
GJ-01-TC-2016,1458A,Nikol,Sarkhej,22.958553,72.637682,"22.981973, 72.552156","23.031658, 72.533968",45 km/h,7 mins,Traffic
GJ-01-NW-3071,1459,Nikol,Iskcon,22.989562,72.616897,"23.055343, 72.505490","23.113882, 72.590401",50 km/h,7 mins,Traffic
GJ-01-LF-6075,1460B,Nikol,Nehrunagar,23.130239,72.619324,"23.107177, 72.621952","23.060645, 72.518552",31 km/h,16 mins,On Time
GJ-01-KR-9445,1461,Nikol,Sarangpur,22.957018,72.467931,"23.020862, 72.576711","23.113838, 72.473110",55 km/h,17 mins,Traffic
GJ-01-ZL-3408,1462A,Nikol,Vadaj,23.102117,72.491442,"23.042467, 72.453786","23.019705, 72.637991",38 km/h,10 mins,Traffic
GJ-01-EZ-7333,1463D,Nikol,Odhav,23.146218,72.622144,"22.979887, 72.460789","23.103480, 72.608449",16 km/h,11 mins,Early
GJ-01-XC-8095,1464B,Nikol,Sarthi,23.019205,72.558638,"23.053421, 72.530997","23.102860, 72.618953",25 km/h,12 mins,Early
GJ-01-NU-5163,1465C,Nikol,Airport,23.021656,72.450232,"23.113338, 72.486518","22.995432, 72.605866",21 km/h,6 mins,Early
GJ-01-VD-2319,1466A,Nikol,Amba Town,23.05383,72.569328,"23.063591, 72.493644","22.992277, 72.514631",54 km/h,14 mins,On Time
GJ-01-UT-0026,1467A,Nikol,Dahegam,23.147104,72.60741,"23.029234, 72.623959","22.994510, 72.516441",58 km/h,4 mins,Traffic
GJ-01-PP-5211,1468B,Nikol,Bopal,23.120286,72.49238,"23.015670, 72.594571","23.014306, 72.450215",52 km/h,13 mins,Traffic
GJ-01-KM-7067,1469C,Nikol,Ghatlodia,22.99984,72.645305,"22.986555, 72.638354","23.092069, 72.477725",46 km/h,15 mins,On Time
GJ-01-VA-0304,1470A,Nikol,Vaishnodevi,23.10293,72.500755,"22.984609, 72.459921","23.143967, 72.635549",20 km/h,11 mins,On Time
GJ-01-IX-1801,1471A,Nikol,Science City,23.09168,72.635408,"23.116415, 72.648806","23.071605, 72.526980",23 km/h,18 mins,Early
GJ-01-YE-7018,1472C,Nikol,Memnagar,23.10394,72.593341,"22.966681, 72.586354","23.085859, 72.567690",20 km/h,8 mins,On Time
GJ-01-ZI-0769,1473B,Nikol,CTM,22.964309,72.590436,"22.953004, 72.526787","23.094316, 72.506846",36 km/h,9 mins,Traffic
GJ-01-JL-0423,1474B,Nikol,Naroda,23.010248,72.617274,"23.053567, 72.500779","23.053353, 72.584989",27 km/h,14 mins,Delayed
GJ-01-YK-6388,1475C,Nikol,S. Bopal,23.140258,72.591376,"23.076419, 72.515553","22.992719, 72.472367",20 km/h,20 mins,Traffic
GJ-01-VT-6006,1476,Nikol,Sabarmati,23.077242,72.513853,"23.114307, 72.578419","23.057352, 72.527666",53 km/h,3 mins,On Time
GJ-01-NQ-5498,1477B,Nikol,Isanpur,23.100246,72.571448,"22.960117, 72.599866","23.134255, 72.482832",37 km/h,13 mins,Delayed
GJ-01-KG-6168,1478D,Nikol,Sola,23.125775,72.5251,"22.972913, 72.575348","23.117239, 72.584434",46 km/h,18 mins,Delayed
GJ-01-LE-4158,1479C,Nikol,Prahladnagar,23.118446,72.639637,"23.097112, 72.564812","23.044298, 72.621872",15 km/h,7 mins,Delayed
GJ-01-OL-4834,1480C,Nikol,Chandlodia,23.134716,72.488327,"23.060683, 72.548028","23.069176, 72.467679",20 km/h,25 mins,On Time
GJ-01-NA-8246,1481C,Nikol,Jaimangal,23.070315,72.485243,"23.000986, 72.612145","22.996296, 72.546505",21 km/h,19 mins,Early
GJ-01-DJ-6390,1482,Nikol,Narol,23.111462,72.637524,"23.024010, 72.492404","23.121428, 72.584531",31 km/h,20 mins,On Time
